measure,quantile,time,sex,age,value,ethnic
px,50%,2022-2024,Female,68,0.98307,Pacific
px,50%,2022-2024,Female,69,0.98143,Pacific
px,50%,2022-2024,Female,70,0.97962,Pacific
px,50%,2022-2024,Female,71,0.97753,Pacific
px,50%,2022-2024,Female,72,0.97524,Pacific
px,50%,2022-2024,Female,73,0.97255,Pacific
px,50%,2022-2024,Female,74,0.96964,Pacific
px,50%,2022-2024,Female,75,0.96617,Pacific
px,50%,2022-2024,Female,76,0.96243,Pacific
px,50%,2022-2024,Female,77,0.9583,Pacific
px,50%,2022-2024,Female,78,0.95363,Pacific
px,50%,2022-2024,Female,79,0.94848,Pacific
px,50%,2022-2024,Female,80,0.94286,Pacific
px,50%,2022-2024,Female,81,0.937,Pacific
px,50%,2022-2024,Female,82,0.93044,Pacific
px,50%,2022-2024,Female,83,0.92288,Pacific
px,50%,2022-2024,Female,84,0.91474,Pacific
px,50%,2022-2024,Female,85,0.90571,Pacific
px,50%,2022-2024,Female,86,0.89537,Pacific
px,50%,2022-2024,Female,87,0.88375,Pacific
px,50%,2022-2024,Female,88,0.87129,Pacific
px,50%,2022-2024,Female,89,0.85735,Pacific
px,50%,2022-2024,Female,90,0.84209,Pacific
px,50%,2022-2024,Female,91,0.82585,Pacific
px,50%,2022-2024,Female,92,0.80787,Pacific
px,50%,2022-2024,Female,93,0.78913,Pacific
px,50%,2022-2024,Female,94,0.76762,Pacific
px,50%,2022-2024,Female,95,0.74603,Pacific
px,50%,2022-2024,Female,96,0.72217,Pacific
px,50%,2022-2024,Female,97,0.6965,Pacific
px,50%,2022-2024,Female,98,0.67035,Pacific
px,50%,2022-2024,Female,99,0.64086,Pacific
px,50%,2022-2024,Female,100+,0,Pacific
px,50%,2022-2024,Male,0,0.99315,Pacific
px,50%,2022-2024,Male,1,0.99968,Pacific
px,50%,2022-2024,Male,2,0.99975,Pacific
px,50%,2022-2024,Male,3,0.9998,Pacific
px,50%,2022-2024,Male,4,0.99983,Pacific
px,50%,2022-2024,Male,5,0.99985,Pacific
px,50%,2022-2024,Male,6,0.99987,Pacific
px,50%,2022-2024,Male,7,0.99988,Pacific
px,50%,2022-2024,Male,8,0.99988,Pacific
px,50%,2022-2024,Male,9,0.99988,Pacific
px,50%,2022-2024,Male,10,0.99987,Pacific
px,50%,2022-2024,Male,11,0.99985,Pacific
px,50%,2022-2024,Male,12,0.99983,Pacific
px,50%,2022-2024,Male,13,0.9998,Pacific
px,50%,2022-2024,Male,14,0.99976,Pacific
px,50%,2022-2024,Male,15,0.9997,Pacific
px,50%,2022-2024,Male,16,0.99962,Pacific
px,50%,2022-2024,Male,17,0.99951,Pacific
px,50%,2022-2024,Male,18,0.99941,Pacific
px,50%,2022-2024,Male,19,0.99933,Pacific
px,50%,2022-2024,Male,20,0.99927,Pacific
px,50%,2022-2024,Male,21,0.99922,Pacific
px,50%,2022-2024,Male,22,0.99918,Pacific
px,50%,2022-2024,Male,23,0.99913,Pacific
px,50%,2022-2024,Male,24,0.99908,Pacific
px,50%,2022-2024,Male,25,0.99904,Pacific
px,50%,2022-2024,Male,26,0.99902,Pacific
px,50%,2022-2024,Male,27,0.99899,Pacific
px,50%,2022-2024,Male,28,0.99895,Pacific
px,50%,2022-2024,Male,29,0.9989,Pacific
px,50%,2022-2024,Male,30,0.99883,Pacific
px,50%,2022-2024,Male,31,0.99877,Pacific
px,50%,2022-2024,Male,32,0.9987,Pacific
px,50%,2022-2024,Male,33,0.99862,Pacific
px,50%,2022-2024,Male,34,0.99855,Pacific
px,50%,2022-2024,Male,35,0.99846,Pacific
px,50%,2022-2024,Male,36,0.99836,Pacific
px,50%,2022-2024,Male,37,0.99824,Pacific
px,50%,2022-2024,Male,38,0.9981,Pacific
px,50%,2022-2024,Male,39,0.99794,Pacific
px,50%,2022-2024,Male,40,0.99776,Pacific
px,50%,2022-2024,Male,41,0.99757,Pacific
px,50%,2022-2024,Male,42,0.99736,Pacific
px,50%,2022-2024,Male,43,0.99712,Pacific
px,50%,2022-2024,Male,44,0.99688,Pacific
px,50%,2022-2024,Male,45,0.99661,Pacific
px,50%,2022-2024,Male,46,0.99629,Pacific
px,50%,2022-2024,Male,47,0.99597,Pacific
px,50%,2022-2024,Male,48,0.99562,Pacific
px,50%,2022-2024,Male,49,0.99523,Pacific
px,50%,2022-2024,Male,50,0.99482,Pacific
px,50%,2022-2024,Male,51,0.99437,Pacific
px,50%,2022-2024,Male,52,0.99387,Pacific
px,50%,2022-2024,Male,53,0.99329,Pacific
px,50%,2022-2024,Male,54,0.9927,Pacific
px,50%,2022-2024,Male,55,0.99206,Pacific
px,50%,2022-2024,Male,56,0.99137,Pacific
px,50%,2022-2024,Male,57,0.99059,Pacific
px,50%,2022-2024,Male,58,0.98978,Pacific
px,50%,2022-2024,Male,59,0.98889,Pacific
px,50%,2022-2024,Male,60,0.98793,Pacific
px,50%,2022-2024,Male,61,0.98685,Pacific
px,50%,2022-2024,Male,62,0.98572,Pacific
px,50%,2022-2024,Male,63,0.98449,Pacific
px,50%,2022-2024,Male,64,0.98308,Pacific
px,50%,2022-2024,Male,65,0.98147,Pacific
px,50%,2022-2024,Male,66,0.97975,Pacific
px,50%,2022-2024,Male,67,0.97774,Pacific
px,50%,2022-2024,Male,68,0.97555,Pacific
px,50%,2022-2024,Male,69,0.97307,Pacific
px,50%,2022-2024,Male,70,0.97029,Pacific
px,50%,2022-2024,Male,71,0.9673,Pacific
px,50%,2022-2024,Male,72,0.96399,Pacific
px,50%,2022-2024,Male,73,0.96034,Pacific
px,50%,2022-2024,Male,74,0.95638,Pacific
px,50%,2022-2024,Male,75,0.95192,Pacific
px,50%,2022-2024,Male,76,0.94724,Pacific
px,50%,2022-2024,Male,77,0.9423,Pacific
px,50%,2022-2024,Male,78,0.93638,Pacific
px,50%,2022-2024,Male,79,0.93002,Pacific
px,50%,2022-2024,Male,80,0.92304,Pacific
px,50%,2022-2024,Male,81,0.91546,Pacific
px,50%,2022-2024,Male,82,0.90718,Pacific
px,50%,2022-2024,Male,83,0.89746,Pacific
px,50%,2022-2024,Male,84,0.88727,Pacific
px,50%,2022-2024,Male,85,0.87639,Pacific
px,50%,2022-2024,Male,86,0.86437,Pacific
px,50%,2022-2024,Male,87,0.85104,Pacific
px,50%,2022-2024,Male,88,0.83766,Pacific
px,50%,2022-2024,Male,89,0.82309,Pacific
px,50%,2022-2024,Male,90,0.80737,Pacific
px,50%,2022-2024,Male,91,0.79069,Pacific
px,50%,2022-2024,Male,92,0.7725,Pacific
px,50%,2022-2024,Male,93,0.75397,Pacific
px,50%,2022-2024,Male,94,0.73234,Pacific
px,50%,2022-2024,Male,95,0.71135,Pacific
px,50%,2022-2024,Male,96,0.68708,Pacific
px,50%,2022-2024,Male,97,0.66146,Pacific
px,50%,2022-2024,Male,98,0.63459,Pacific
px,50%,2022-2024,Male,99,0.60311,Pacific
px,50%,2022-2024,Male,100+,0,Pacific
px,97.50%,2022-2024,Female,0,0.9955,Pacific
px,97.50%,2022-2024,Female,1,0.99982,Pacific
px,97.50%,2022-2024,Female,2,0.99985,Pacific
px,97.50%,2022-2024,Female,3,0.99988,Pacific
px,97.50%,2022-2024,Female,4,0.9999,Pacific
px,97.50%,2022-2024,Female,5,0.99991,Pacific
px,97.50%,2022-2024,Female,6,0.99992,Pacific
px,97.50%,2022-2024,Female,7,0.99993,Pacific
px,97.50%,2022-2024,Female,8,0.99993,Pacific
px,97.50%,2022-2024,Female,9,0.99993,Pacific
px,97.50%,2022-2024,Female,10,0.99993,Pacific
px,97.50%,2022-2024,Female,11,0.99992,Pacific
px,97.50%,2022-2024,Female,12,0.99991,Pacific
px,97.50%,2022-2024,Female,13,0.9999,Pacific
px,97.50%,2022-2024,Female,14,0.99988,Pacific
px,97.50%,2022-2024,Female,15,0.99985,Pacific
px,97.50%,2022-2024,Female,16,0.99982,Pacific
px,97.50%,2022-2024,Female,17,0.99977,Pacific
px,97.50%,2022-2024,Female,18,0.99972,Pacific
px,97.50%,2022-2024,Female,19,0.99969,Pacific
px,97.50%,2022-2024,Female,20,0.99967,Pacific
px,97.50%,2022-2024,Female,21,0.99965,Pacific
px,97.50%,2022-2024,Female,22,0.99963,Pacific
px,97.50%,2022-2024,Female,23,0.9996,Pacific
px,97.50%,2022-2024,Female,24,0.99956,Pacific
px,97.50%,2022-2024,Female,25,0.99954,Pacific
px,97.50%,2022-2024,Female,26,0.99952,Pacific
px,97.50%,2022-2024,Female,27,0.99951,Pacific
px,97.50%,2022-2024,Female,28,0.99948,Pacific
px,97.50%,2022-2024,Female,29,0.99946,Pacific
px,97.50%,2022-2024,Female,30,0.99943,Pacific
px,97.50%,2022-2024,Female,31,0.99941,Pacific
px,97.50%,2022-2024,Female,32,0.99937,Pacific
px,97.50%,2022-2024,Female,33,0.99933,Pacific
px,97.50%,2022-2024,Female,34,0.99928,Pacific
px,97.50%,2022-2024,Female,35,0.99923,Pacific
px,97.50%,2022-2024,Female,36,0.99915,Pacific
px,97.50%,2022-2024,Female,37,0.99907,Pacific
px,97.50%,2022-2024,Female,38,0.99898,Pacific
px,97.50%,2022-2024,Female,39,0.99888,Pacific
px,97.50%,2022-2024,Female,40,0.99876,Pacific
px,97.50%,2022-2024,Female,41,0.99863,Pacific
px,97.50%,2022-2024,Female,42,0.99849,Pacific
px,97.50%,2022-2024,Female,43,0.99833,Pacific
px,97.50%,2022-2024,Female,44,0.99816,Pacific
px,97.50%,2022-2024,Female,45,0.99799,Pacific
px,97.50%,2022-2024,Female,46,0.9978,Pacific
px,97.50%,2022-2024,Female,47,0.99758,Pacific
px,97.50%,2022-2024,Female,48,0.99736,Pacific
px,97.50%,2022-2024,Female,49,0.99708,Pacific
px,97.50%,2022-2024,Female,50,0.99677,Pacific
px,97.50%,2022-2024,Female,51,0.9965,Pacific
px,97.50%,2022-2024,Female,52,0.99618,Pacific
px,97.50%,2022-2024,Female,53,0.99589,Pacific
px,97.50%,2022-2024,Female,54,0.9955,Pacific
px,97.50%,2022-2024,Female,55,0.9951,Pacific
px,97.50%,2022-2024,Female,56,0.99473,Pacific
px,97.50%,2022-2024,Female,57,0.99431,Pacific
px,97.50%,2022-2024,Female,58,0.99381,Pacific
px,97.50%,2022-2024,Female,59,0.99328,Pacific
px,97.50%,2022-2024,Female,60,0.99266,Pacific
px,97.50%,2022-2024,Female,61,0.99202,Pacific
px,97.50%,2022-2024,Female,62,0.99114,Pacific
px,97.50%,2022-2024,Female,63,0.9903,Pacific
px,97.50%,2022-2024,Female,64,0.98933,Pacific
px,97.50%,2022-2024,Female,65,0.98828,Pacific
px,97.50%,2022-2024,Female,66,0.98714,Pacific
px,97.50%,2022-2024,Female,67,0.98596,Pacific
px,97.50%,2022-2024,Female,68,0.98453,Pacific
px,97.50%,2022-2024,Female,69,0.98306,Pacific
px,97.50%,2022-2024,Female,70,0.98133,Pacific
px,97.50%,2022-2024,Female,71,0.97945,Pacific
px,97.50%,2022-2024,Female,72,0.97728,Pacific
px,97.50%,2022-2024,Female,73,0.97477,Pacific
px,97.50%,2022-2024,Female,74,0.97197,Pacific
px,97.50%,2022-2024,Female,75,0.96926,Pacific
px,97.50%,2022-2024,Female,76,0.96569,Pacific
px,97.50%,2022-2024,Female,77,0.96174,Pacific
px,97.50%,2022-2024,Female,78,0.95752,Pacific
px,97.50%,2022-2024,Female,79,0.95268,Pacific
px,97.50%,2022-2024,Female,80,0.9474,Pacific
px,97.50%,2022-2024,Female,81,0.94187,Pacific
px,97.50%,2022-2024,Female,82,0.93563,Pacific
px,97.50%,2022-2024,Female,83,0.92897,Pacific
px,97.50%,2022-2024,Female,84,0.92169,Pacific
px,97.50%,2022-2024,Female,85,0.91393,Pacific
px,97.50%,2022-2024,Female,86,0.90517,Pacific
px,97.50%,2022-2024,Female,87,0.89462,Pacific
px,97.50%,2022-2024,Female,88,0.88516,Pacific
px,97.50%,2022-2024,Female,89,0.87322,Pacific
px,97.50%,2022-2024,Female,90,0.85775,Pacific
px,97.50%,2022-2024,Female,91,0.84266,Pacific
px,97.50%,2022-2024,Female,92,0.82717,Pacific
px,97.50%,2022-2024,Female,93,0.80982,Pacific
px,97.50%,2022-2024,Female,94,0.79405,Pacific
px,97.50%,2022-2024,Female,95,0.77634,Pacific
px,97.50%,2022-2024,Female,96,0.75826,Pacific
px,97.50%,2022-2024,Female,97,0.74017,Pacific
px,97.50%,2022-2024,Female,98,0.72362,Pacific
px,97.50%,2022-2024,Female,99,0.70652,Pacific
px,97.50%,2022-2024,Female,100+,0,Pacific
px,97.50%,2022-2024,Male,0,0.99415,Pacific
px,97.50%,2022-2024,Male,1,0.99975,Pacific
px,97.50%,2022-2024,Male,2,0.9998,Pacific
px,97.50%,2022-2024,Male,3,0.99984,Pacific
px,97.50%,2022-2024,Male,4,0.99987,Pacific
px,97.50%,2022-2024,Male,5,0.99989,Pacific
px,97.50%,2022-2024,Male,6,0.9999,Pacific
px,97.50%,2022-2024,Male,7,0.99991,Pacific
px,97.50%,2022-2024,Male,8,0.99991,Pacific
px,97.50%,2022-2024,Male,9,0.99991,Pacific
px,97.50%,2022-2024,Male,10,0.9999,Pacific
px,97.50%,2022-2024,Male,11,0.99989,Pacific
px,97.50%,2022-2024,Male,12,0.99987,Pacific
px,97.50%,2022-2024,Male,13,0.99985,Pacific
px,97.50%,2022-2024,Male,14,0.99981,Pacific
px,97.50%,2022-2024,Male,15,0.99977,Pacific
px,97.50%,2022-2024,Male,16,0.9997,Pacific
px,97.50%,2022-2024,Male,17,0.99962,Pacific
px,97.50%,2022-2024,Male,18,0.99954,Pacific
px,97.50%,2022-2024,Male,19,0.99947,Pacific
px,97.50%,2022-2024,Male,20,0.99942,Pacific
px,97.50%,2022-2024,Male,21,0.99938,Pacific
px,97.50%,2022-2024,Male,22,0.99934,Pacific
px,97.50%,2022-2024,Male,23,0.99928,Pacific
px,97.50%,2022-2024,Male,24,0.99921,Pacific
px,97.50%,2022-2024,Male,25,0.99917,Pacific
px,97.50%,2022-2024,Male,26,0.99916,Pacific
px,97.50%,2022-2024,Male,27,0.99913,Pacific
px,97.50%,2022-2024,Male,28,0.99911,Pacific
px,97.50%,2022-2024,Male,29,0.99905,Pacific
px,97.50%,2022-2024,Male,30,0.99899,Pacific
px,97.50%,2022-2024,Male,31,0.99895,Pacific
px,97.50%,2022-2024,Male,32,0.99889,Pacific
px,97.50%,2022-2024,Male,33,0.99882,Pacific
px,97.50%,2022-2024,Male,34,0.99874,Pacific
px,97.50%,2022-2024,Male,35,0.99866,Pacific
px,97.50%,2022-2024,Male,36,0.99856,Pacific
px,97.50%,2022-2024,Male,37,0.99847,Pacific
px,97.50%,2022-2024,Male,38,0.99834,Pacific
px,97.50%,2022-2024,Male,39,0.9982,Pacific
px,97.50%,2022-2024,Male,40,0.99805,Pacific
px,97.50%,2022-2024,Male,41,0.99791,Pacific
px,97.50%,2022-2024,Male,42,0.99769,Pacific
px,97.50%,2022-2024,Male,43,0.99746,Pacific
px,97.50%,2022-2024,Male,44,0.99722,Pacific
px,97.50%,2022-2024,Male,45,0.997,Pacific
px,97.50%,2022-2024,Male,46,0.99673,Pacific
px,97.50%,2022-2024,Male,47,0.99641,Pacific
px,97.50%,2022-2024,Male,48,0.99611,Pacific
px,97.50%,2022-2024,Male,49,0.99577,Pacific
px,97.50%,2022-2024,Male,50,0.99533,Pacific
px,97.50%,2022-2024,Male,51,0.99495,Pacific
px,97.50%,2022-2024,Male,52,0.99449,Pacific
px,97.50%,2022-2024,Male,53,0.99416,Pacific
px,97.50%,2022-2024,Male,54,0.99351,Pacific
px,97.50%,2022-2024,Male,55,0.9929,Pacific
px,97.50%,2022-2024,Male,56,0.99223,Pacific
px,97.50%,2022-2024,Male,57,0.9916,Pacific
px,97.50%,2022-2024,Male,58,0.99084,Pacific
px,97.50%,2022-2024,Male,59,0.98995,Pacific
px,97.50%,2022-2024,Male,60,0.98921,Pacific
px,97.50%,2022-2024,Male,61,0.98825,Pacific
px,97.50%,2022-2024,Male,62,0.98697,Pacific
px,97.50%,2022-2024,Male,63,0.98582,Pacific
px,97.50%,2022-2024,Male,64,0.98449,Pacific
px,97.50%,2022-2024,Male,65,0.98309,Pacific
px,97.50%,2022-2024,Male,66,0.98146,Pacific
px,97.50%,2022-2024,Male,67,0.97971,Pacific
px,97.50%,2022-2024,Male,68,0.97766,Pacific
px,97.50%,2022-2024,Male,69,0.97535,Pacific
px,97.50%,2022-2024,Male,70,0.97272,Pacific
px,97.50%,2022-2024,Male,71,0.96997,Pacific
px,97.50%,2022-2024,Male,72,0.96683,Pacific
px,97.50%,2022-2024,Male,73,0.96342,Pacific
px,97.50%,2022-2024,Male,74,0.95994,Pacific
px,97.50%,2022-2024,Male,75,0.95588,Pacific
px,97.50%,2022-2024,Male,76,0.95158,Pacific
px,97.50%,2022-2024,Male,77,0.94694,Pacific
px,97.50%,2022-2024,Male,78,0.94171,Pacific
px,97.50%,2022-2024,Male,79,0.93573,Pacific
px,97.50%,2022-2024,Male,80,0.9291,Pacific
px,97.50%,2022-2024,Male,81,0.92244,Pacific
px,97.50%,2022-2024,Male,82,0.91406,Pacific
px,97.50%,2022-2024,Male,83,0.90577,Pacific
px,97.50%,2022-2024,Male,84,0.8971,Pacific
px,97.50%,2022-2024,Male,85,0.88693,Pacific
px,97.50%,2022-2024,Male,86,0.87676,Pacific
px,97.50%,2022-2024,Male,87,0.8646,Pacific
px,97.50%,2022-2024,Male,88,0.85489,Pacific
px,97.50%,2022-2024,Male,89,0.84224,Pacific
px,97.50%,2022-2024,Male,90,0.82692,Pacific
px,97.50%,2022-2024,Male,91,0.81002,Pacific
px,97.50%,2022-2024,Male,92,0.79447,Pacific
px,97.50%,2022-2024,Male,93,0.77767,Pacific
px,97.50%,2022-2024,Male,94,0.7624,Pacific
px,97.50%,2022-2024,Male,95,0.74584,Pacific
px,97.50%,2022-2024,Male,96,0.72806,Pacific
px,97.50%,2022-2024,Male,97,0.71193,Pacific
px,97.50%,2022-2024,Male,98,0.69487,Pacific
px,97.50%,2022-2024,Male,99,0.67375,Pacific
px,97.50%,2022-2024,Male,100+,0,Pacific
qx,2.50%,2022-2024,Female,0,0.0045,Pacific
qx,2.50%,2022-2024,Female,1,1.80E-04,Pacific
qx,2.50%,2022-2024,Female,2,1.50E-04,Pacific
qx,2.50%,2022-2024,Female,3,1.20E-04,Pacific
qx,2.50%,2022-2024,Female,4,1.00E-04,Pacific
qx,2.50%,2022-2024,Female,5,9.00E-05,Pacific
qx,2.50%,2022-2024,Female,6,8.00E-05,Pacific
qx,2.50%,2022-2024,Female,7,7.00E-05,Pacific
qx,2.50%,2022-2024,Female,8,7.00E-05,Pacific
qx,2.50%,2022-2024,Female,9,7.00E-05,Pacific
qx,2.50%,2022-2024,Female,10,7.00E-05,Pacific
qx,2.50%,2022-2024,Female,11,8.00E-05,Pacific
qx,2.50%,2022-2024,Female,12,9.00E-05,Pacific
qx,2.50%,2022-2024,Female,13,1.00E-04,Pacific
qx,2.50%,2022-2024,Female,14,1.20E-04,Pacific
qx,2.50%,2022-2024,Female,15,1.50E-04,Pacific
qx,2.50%,2022-2024,Female,16,1.80E-04,Pacific
qx,2.50%,2022-2024,Female,17,2.30E-04,Pacific
qx,2.50%,2022-2024,Female,18,2.80E-04,Pacific
qx,2.50%,2022-2024,Female,19,3.10E-04,Pacific
qx,2.50%,2022-2024,Female,20,3.30E-04,Pacific
qx,2.50%,2022-2024,Female,21,3.50E-04,Pacific
qx,2.50%,2022-2024,Female,22,3.70E-04,Pacific
qx,2.50%,2022-2024,Female,23,4.00E-04,Pacific
qx,2.50%,2022-2024,Female,24,4.40E-04,Pacific
qx,2.50%,2022-2024,Female,25,4.60E-04,Pacific
qx,2.50%,2022-2024,Female,26,4.80E-04,Pacific
qx,2.50%,2022-2024,Female,27,4.90E-04,Pacific
qx,2.50%,2022-2024,Female,28,5.20E-04,Pacific
qx,2.50%,2022-2024,Female,29,5.40E-04,Pacific
qx,2.50%,2022-2024,Female,30,5.70E-04,Pacific
qx,2.50%,2022-2024,Female,31,5.90E-04,Pacific
qx,2.50%,2022-2024,Female,32,6.30E-04,Pacific
qx,2.50%,2022-2024,Female,33,6.70E-04,Pacific
qx,2.50%,2022-2024,Female,34,7.20E-04,Pacific
qx,2.50%,2022-2024,Female,35,7.70E-04,Pacific
qx,2.50%,2022-2024,Female,36,8.50E-04,Pacific
qx,2.50%,2022-2024,Female,37,0.00093,Pacific
qx,2.50%,2022-2024,Female,38,0.00102,Pacific
qx,2.50%,2022-2024,Female,39,0.00112,Pacific
qx,2.50%,2022-2024,Female,40,0.00124,Pacific
qx,2.50%,2022-2024,Female,41,0.00137,Pacific
qx,2.50%,2022-2024,Female,42,0.00151,Pacific
qx,2.50%,2022-2024,Female,43,0.00167,Pacific
qx,2.50%,2022-2024,Female,44,0.00184,Pacific
qx,2.50%,2022-2024,Female,45,0.00201,Pacific
qx,2.50%,2022-2024,Female,46,0.0022,Pacific
qx,2.50%,2022-2024,Female,47,0.00242,Pacific
qx,2.50%,2022-2024,Female,48,0.00264,Pacific
qx,2.50%,2022-2024,Female,49,0.00292,Pacific
qx,2.50%,2022-2024,Female,50,0.00323,Pacific
qx,2.50%,2022-2024,Female,51,0.0035,Pacific
qx,2.50%,2022-2024,Female,52,0.00382,Pacific
qx,2.50%,2022-2024,Female,53,0.00411,Pacific
qx,2.50%,2022-2024,Female,54,0.0045,Pacific
qx,2.50%,2022-2024,Female,55,0.0049,Pacific
qx,2.50%,2022-2024,Female,56,0.00527,Pacific
qx,2.50%,2022-2024,Female,57,0.00569,Pacific
qx,2.50%,2022-2024,Female,58,0.00619,Pacific
qx,2.50%,2022-2024,Female,59,0.00672,Pacific
qx,2.50%,2022-2024,Female,60,0.00734,Pacific
qx,2.50%,2022-2024,Female,61,0.00798,Pacific
qx,2.50%,2022-2024,Female,62,0.00886,Pacific
qx,2.50%,2022-2024,Female,63,0.0097,Pacific
qx,2.50%,2022-2024,Female,64,0.01067,Pacific
qx,2.50%,2022-2024,Female,65,0.01172,Pacific
qx,2.50%,2022-2024,Female,66,0.01286,Pacific
qx,2.50%,2022-2024,Female,67,0.01404,Pacific
qx,2.50%,2022-2024,Female,68,0.01547,Pacific
qx,2.50%,2022-2024,Female,69,0.01694,Pacific
qx,2.50%,2022-2024,Female,70,0.01867,Pacific
qx,2.50%,2022-2024,Female,71,0.02055,Pacific
qx,2.50%,2022-2024,Female,72,0.02272,Pacific
qx,2.50%,2022-2024,Female,73,0.02523,Pacific
qx,2.50%,2022-2024,Female,74,0.02803,Pacific
qx,2.50%,2022-2024,Female,75,0.03074,Pacific
qx,2.50%,2022-2024,Female,76,0.03431,Pacific
qx,2.50%,2022-2024,Female,77,0.03826,Pacific
qx,2.50%,2022-2024,Female,78,0.04248,Pacific
qx,2.50%,2022-2024,Female,79,0.04732,Pacific
qx,2.50%,2022-2024,Female,80,0.0526,Pacific
qx,2.50%,2022-2024,Female,81,0.05813,Pacific
qx,2.50%,2022-2024,Female,82,0.06437,Pacific
qx,2.50%,2022-2024,Female,83,0.07103,Pacific
qx,2.50%,2022-2024,Female,84,0.07831,Pacific
qx,2.50%,2022-2024,Female,85,0.08607,Pacific
qx,2.50%,2022-2024,Female,86,0.09483,Pacific
qx,2.50%,2022-2024,Female,87,0.10538,Pacific
qx,2.50%,2022-2024,Female,88,0.11484,Pacific
qx,2.50%,2022-2024,Female,89,0.12678,Pacific
qx,2.50%,2022-2024,Female,90,0.14225,Pacific
qx,2.50%,2022-2024,Female,91,0.15734,Pacific
qx,2.50%,2022-2024,Female,92,0.17283,Pacific
qx,2.50%,2022-2024,Female,93,0.19018,Pacific
qx,2.50%,2022-2024,Female,94,0.20595,Pacific
qx,2.50%,2022-2024,Female,95,0.22366,Pacific
qx,2.50%,2022-2024,Female,96,0.24174,Pacific
qx,2.50%,2022-2024,Female,97,0.25983,Pacific
qx,2.50%,2022-2024,Female,98,0.27638,Pacific
qx,2.50%,2022-2024,Female,99,0.29348,Pacific
qx,2.50%,2022-2024,Female,100+,1,Pacific
qx,2.50%,2022-2024,Male,0,0.00585,Pacific
qx,2.50%,2022-2024,Male,1,2.50E-04,Pacific
qx,2.50%,2022-2024,Male,2,2.00E-04,Pacific
qx,2.50%,2022-2024,Male,3,1.60E-04,Pacific
qx,2.50%,2022-2024,Male,4,1.30E-04,Pacific
qx,2.50%,2022-2024,Male,5,1.10E-04,Pacific
qx,2.50%,2022-2024,Male,6,1.00E-04,Pacific
qx,2.50%,2022-2024,Male,7,9.00E-05,Pacific
qx,2.50%,2022-2024,Male,8,9.00E-05,Pacific
qx,2.50%,2022-2024,Male,9,9.00E-05,Pacific
qx,2.50%,2022-2024,Male,10,1.00E-04,Pacific
qx,2.50%,2022-2024,Male,11,1.10E-04,Pacific
qx,2.50%,2022-2024,Male,12,1.30E-04,Pacific
qx,2.50%,2022-2024,Male,13,1.50E-04,Pacific
qx,2.50%,2022-2024,Male,14,1.90E-04,Pacific
qx,2.50%,2022-2024,Male,15,2.30E-04,Pacific
qx,2.50%,2022-2024,Male,16,3.00E-04,Pacific
qx,2.50%,2022-2024,Male,17,3.80E-04,Pacific
qx,2.50%,2022-2024,Male,18,4.60E-04,Pacific
qx,2.50%,2022-2024,Male,19,5.30E-04,Pacific
qx,2.50%,2022-2024,Male,20,5.80E-04,Pacific
qx,2.50%,2022-2024,Male,21,6.20E-04,Pacific
qx,2.50%,2022-2024,Male,22,6.60E-04,Pacific
qx,2.50%,2022-2024,Male,23,7.20E-04,Pacific
qx,2.50%,2022-2024,Male,24,7.90E-04,Pacific
qx,2.50%,2022-2024,Male,25,8.30E-04,Pacific
qx,2.50%,2022-2024,Male,26,8.40E-04,Pacific
qx,2.50%,2022-2024,Male,27,8.70E-04,Pacific
qx,2.50%,2022-2024,Male,28,8.90E-04,Pacific
qx,2.50%,2022-2024,Male,29,9.50E-04,Pacific
qx,2.50%,2022-2024,Male,30,0.00101,Pacific
qx,2.50%,2022-2024,Male,31,0.00105,Pacific
qx,2.50%,2022-2024,Male,32,0.00111,Pacific
qx,2.50%,2022-2024,Male,33,0.00118,Pacific
qx,2.50%,2022-2024,Male,34,0.00126,Pacific
qx,2.50%,2022-2024,Male,35,0.00134,Pacific
qx,2.50%,2022-2024,Male,36,0.00144,Pacific
qx,2.50%,2022-2024,Male,37,0.00153,Pacific
qx,2.50%,2022-2024,Male,38,0.00166,Pacific
qx,2.50%,2022-2024,Male,39,0.0018,Pacific
qx,2.50%,2022-2024,Male,40,0.00195,Pacific
qx,2.50%,2022-2024,Male,41,0.00209,Pacific
qx,2.50%,2022-2024,Male,42,0.00231,Pacific
qx,2.50%,2022-2024,Male,43,0.00254,Pacific
qx,2.50%,2022-2024,Male,44,0.00278,Pacific
qx,2.50%,2022-2024,Male,45,0.003,Pacific
qx,2.50%,2022-2024,Male,46,0.00327,Pacific
qx,2.50%,2022-2024,Male,47,0.00359,Pacific
qx,2.50%,2022-2024,Male,48,0.00389,Pacific
qx,2.50%,2022-2024,Male,49,0.00423,Pacific
qx,2.50%,2022-2024,Male,50,0.00467,Pacific
qx,2.50%,2022-2024,Male,51,0.00505,Pacific
qx,2.50%,2022-2024,Male,52,0.00551,Pacific
qx,2.50%,2022-2024,Male,53,0.00584,Pacific
qx,2.50%,2022-2024,Male,54,0.00649,Pacific
qx,2.50%,2022-2024,Male,55,0.0071,Pacific
qx,2.50%,2022-2024,Male,56,0.00777,Pacific
qx,2.50%,2022-2024,Male,57,0.0084,Pacific
qx,2.50%,2022-2024,Male,58,0.00916,Pacific
qx,2.50%,2022-2024,Male,59,0.01005,Pacific
qx,2.50%,2022-2024,Male,60,0.01079,Pacific
